book_id	edition	isbn	chapter_number	chapter_title	pages	source_url
B14	2nd ed. (Springer 2009)	Hardcover 978-0-387-76500-6; Softcover 978-0-387-76502-0; eBook 978-0-387-76501-3	37	Electron Energy-Loss Spectrometers and Filters  [part: Spectrometry]	679-698	https://link.springer.com/book/10.1007/978-0-387-76501-3 + https://link.springer.com/content/pdf/bfm:978-0-387-76501-3/1 ; chapter: https://link.springer.com/chapter/10.1007/978-0-387-76501-3_37
B14	2nd ed. (Springer 2009)	Hardcover 978-0-387-76500-6; Softcover 978-0-387-76502-0; eBook 978-0-387-76501-3	38	Low-Loss and No-Loss Spectra and Images  [part: Spectrometry]	699-713	https://link.springer.com/book/10.1007/978-0-387-76501-3 + https://link.springer.com/content/pdf/bfm:978-0-387-76501-3/1 ; chapter: https://link.springer.com/chapter/10.1007/978-0-387-76501-3_38
B14	2nd ed. (Springer 2009)	Hardcover 978-0-387-76500-6; Softcover 978-0-387-76502-0; eBook 978-0-387-76501-3	39	High Energy-Loss Spectra and Images  [part: Spectrometry]	715-739	https://link.springer.com/book/10.1007/978-0-387-76501-3 + https://link.springer.com/content/pdf/bfm:978-0-387-76501-3/1 ; chapter: https://link.springer.com/chapter/10.1007/978-0-387-76501-3_39
B14	2nd ed. (Springer 2009)	Hardcover 978-0-387-76500-6; Softcover 978-0-387-76502-0; eBook 978-0-387-76501-3	40	Fine Structure and Finer Details  [part: Spectrometry]	741-760	https://link.springer.com/book/10.1007/978-0-387-76501-3 + https://link.springer.com/content/pdf/bfm:978-0-387-76501-3/1 ; chapter: https://link.springer.com/chapter/10.1007/978-0-387-76501-3_40
B14	2nd ed. (Springer 2009)	Hardcover 978-0-387-76500-6; Softcover 978-0-387-76502-0; eBook 978-0-387-76501-3		Back Matter  [part: Spectrometry]	l-1-l-15	https://link.springer.com/book/10.1007/978-0-387-76501-3
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4		Front Matter	i-xii	https://link.springer.com/book/10.1007/978-1-4419-9583-4
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	1	An Introduction to EELS	1-28	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_1
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	2	Energy-Loss Instrumentation	29-109	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_2
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	3	Physics of Electron Scattering	111-229	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_3
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	4	Quantitative Analysis of Energy-Loss Data	231-291	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_4
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	5	TEM Applications of EELS	293-397	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_5
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	A	Bethe Theory for High Incident Energies and Anisotropic Materials	399-404	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_6
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	B	Computer Programs	405-418	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_7
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	C	Plasmon Energies and Inelastic Mean Free Paths	419-422	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_8
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	D	Inner-Shell Energies and Edge Shapes	423-426	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_9
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	E	Electron Wavelengths, Relativistic Factors, and Physical Constants	427-428	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_10
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4	F	Options for Energy-Loss Data Acquisition	429-431	https://link.springer.com/book/10.1007/978-1-4419-9583-4 + https://link.springer.com/content/pdf/bfm:978-1-4419-9583-4/1 ; chapter: https://link.springer.com/chapter/10.1007/978-1-4419-9583-4_11
B15	3rd ed. (Springer 2011)	Hardcover 978-1-4419-9582-7; Softcover 978-1-4899-8649-8; eBook 978-1-4419-9583-4		Back Matter	433-491	https://link.springer.com/book/10.1007/978-1-4419-9583-4
